Tree_ID,Latitude,Longitude,Species,Height_m,Canopy_Width_m,Canopy_Condition,Disease_Symptom,Leaf_Color_Deviation,Bark_Damage_Score,Root_Exposure,Soil_Moisture_%,Ambient_Temperature_C,Humidity_%,CO2_ppm,PM2.5_ug_m3,NO2_ppb,O3_ppb,Air_Quality_Index,Urban_Zone,Year_Planted,Recent_Pruning_Year,Tree_Crown_Diameter_m,Crown_Density_%,Proximity_to_Road_m
TREE_00989,37.82764092706968,-122.06465577227128,Birch,7.33,7.12,Sparse,None,0.7,9,0,31.12,33.6,55.8,401.2,10.5,33.4,48.3,Very Unhealthy,Zone B,1956,2012.0,3.36,85.3,34.15
TREE_00990,37.81976635158759,-122.45823754265999,Birch,3.67,5.33,None,None,0.02,4,0,8.87,22.9,88.3,367.9,10.7,14.4,36.5,Unhealthy for Sensitive Groups,Zone E,2008,,3.74,95.7,78.53
TREE_00991,37.77787858834177,-122.39443702872099,Elm,14.02,6.45,Full,None,0.15,1,0,8.24,17.0,58.0,419.2,14.2,11.5,33.3,Very Unhealthy,Zone E,1976,2004.0,3.2,69.3,55.56
TREE_00992,37.60885805489198,-122.12376583120675,Redwood,7.94,3.92,Partial,None,0.83,10,0,13.48,21.5,70.7,377.5,-1.5,29.7,45.6,Unhealthy for Sensitive Groups,Zone E,1985,,5.51,80.5,45.89
TREE_00993,37.73609226674763,-122.4743530755094,Willow,13.49,6.19,Partial,None,0.65,2,0,22.75,23.3,59.5,471.4,9.7,17.5,22.8,Unhealthy for Sensitive Groups,Zone D,1968,,2.39,83.8,84.78
TREE_00994,37.64438955877601,-122.25373230964286,Oak,13.21,5.98,Full,None,0.36,7,0,16.53,20.5,46.2,430.7,2.9,0.6,11.8,Unhealthy for Sensitive Groups,Zone B,1964,2012.0,2.4,52.1,17.71
TREE_00995,37.53663282933066,-122.27894648266015,Willow,6.14,5.43,Full,None,0.5,8,0,23.26,25.6,36.3,376.7,13.1,17.9,39.4,Unhealthy,Zone A,2019,,2.15,48.9,53.86
TREE_00996,37.86692543018489,-122.33279941050563,Willow,6.73,6.97,Partial,Insect Infestation,0.91,10,0,9.79,21.1,81.5,400.5,6.2,25.1,34.2,Unhealthy,Zone D,2006,,4.93,95.2,64.74
TREE_00997,37.55472745236759,-122.30271384234054,Maple,17.68,4.19,Partial,None,0.63,10,0,12.84,17.1,39.2,425.4,11.4,13.0,28.7,Moderate,Zone E,2018,2008.0,2.16,16.0,92.58
TREE_00998,37.88009494152832,-122.23502970653489,Oak,15.25,4.72,Full,Insect Infestation,0.4,6,0,21.95,18.8,35.8,324.9,7.6,11.8,25.2,Unhealthy for Sensitive Groups,Zone D,2002,2005.0,4.65,95.8,16.37
TREE_00999,37.678402309183184,-122.4193163208058,Birch,9.91,5.14,None,None,0.12,0,0,11.51,33.4,42.8,423.4,19.1,21.9,22.7,Unhealthy,Zone D,2018,,3.84,62.1,70.67
TREE_01000,37.574053171535446,-122.2140020608582,Cedar,10.77,3.46,Sparse,None,0.29,5,0,17.68,27.6,30.1,314.5,23.3,8.6,29.9,Unhealthy,Zone E,1951,2009.0,3.68,36.5,4.58
TREE_01001,37.71676037895134,-122.09728383535001,Willow,8.11,5.34,Sparse,Fungal Infection,0.98,6,0,22.18,21.3,34.3,476.8,16.6,23.1,32.1,Good,Zone E,1967,2016.0,4.48,60.1,56.73
TREE_01002,37.84917833435056,-122.11991953510493,Oak,11.3,2.42,Full,Leaf Spot,0.44,5,0,34.21,22.3,68.1,381.3,16.9,30.4,37.0,Unhealthy for Sensitive Groups,Zone A,1981,2001.0,6.06,67.4,64.5
TREE_01003,37.792889954563826,-122.4230500476531,Willow,7.85,6.57,Sparse,None,0.47,9,0,7.4,24.9,44.6,452.4,11.8,33.0,15.7,Very Unhealthy,Zone B,1978,2001.0,2.53,20.0,83.99
TREE_01004,37.82262445914458,-122.42537526512926,Maple,3.9,5.07,Partial,None,0.5,10,0,18.81,28.5,50.3,342.8,8.9,13.5,41.1,Good,Zone C,1998,,3.14,70.3,32.38
TREE_01005,37.763513346684284,-122.36591281612755,Redwood,6.04,4.22,Partial,Fungal Infection,0.88,1,0,16.89,26.6,80.1,428.7,2.4,37.8,28.0,Unhealthy,Zone C,2009,2006.0,2.11,91.2,69.67
TREE_01006,37.77691062580714,-122.31946263682948,Pine,10.06,3.75,Sparse,Root Rot,0.6,8,0,29.73,33.7,76.4,341.3,12.9,25.9,30.6,Unhealthy,Zone C,1977,2019.0,4.23,97.4,9.27
TREE_01007,37.83967826062613,-122.29577220929576,Oak,6.61,4.65,Full,Leaf Spot,0.69,2,0,32.01,27.5,59.5,385.3,10.5,13.3,22.6,Unhealthy,Zone A,1976,2003.0,3.39,64.0,22.26
TREE_01008,37.599867203543674,-122.16015139158333,Elm,9.8,6.03,Partial,None,0.39,5,0,32.21,33.2,66.8,448.4,13.1,15.8,34.6,Unhealthy,Zone D,1957,2007.0,2.68,39.4,77.35
TREE_01009,37.695769985457254,-122.47165978391708,Pine,6.78,5.82,None,None,0.03,5,1,16.25,15.1,35.1,430.8,8.4,13.0,48.4,Very Unhealthy,Zone E,2021,2013.0,3.44,60.7,89.27
TREE_01010,37.58848377672784,-122.48266364788697,Willow,7.65,3.94,None,Fungal Infection,0.93,7,0,14.14,32.8,75.7,428.3,4.5,-0.5,37.9,Moderate,Zone B,1972,2019.0,2.77,10.3,1.62
TREE_01011,37.89506720319866,-122.30404471852805,Elm,12.56,3.73,Partial,Fungal Infection,0.95,3,0,18.47,29.4,61.0,382.3,6.2,34.2,25.6,Moderate,Zone C,1981,2002.0,4.97,92.7,16.64
TREE_01012,37.87762373587464,-122.151418153931,Elm,10.74,5.99,Partial,Fungal Infection,0.95,5,1,15.32,18.4,64.3,347.7,19.7,22.2,12.5,Unhealthy for Sensitive Groups,Zone B,1964,,1.62,80.6,21.02
TREE_01013,37.5157707245474,-122.40328232852175,Elm,9.97,3.92,Sparse,Bacterial Wilt,0.94,0,1,26.57,20.3,69.9,439.1,21.7,26.5,23.9,Unhealthy,Zone B,2017,2002.0,5.71,25.0,51.94
TREE_01014,37.782230069006275,-122.17924775937188,Oak,12.64,5.09,Full,Insect Infestation,0.82,8,0,11.41,25.9,60.0,354.0,4.1,21.0,24.5,Unhealthy for Sensitive Groups,Zone E,1989,2004.0,5.64,64.8,15.42
TREE_01015,37.87009932696626,-122.37008593102985,Birch,11.44,5.19,Sparse,None,0.68,8,0,24.76,17.5,61.3,368.9,8.6,4.9,34.2,Very Unhealthy,Zone A,2006,,2.97,11.9,97.61
TREE_01016,37.572230138050934,-122.05695694559324,Willow,14.34,5.47,Full,None,0.84,6,0,32.81,30.7,60.0,471.4,3.3,23.5,23.4,Unhealthy for Sensitive Groups,Zone E,1996,2010.0,4.35,29.4,38.79
TREE_01017,37.72717809222105,-122.05215502786669,Pine,8.62,6.29,None,Fungal Infection,0.6,10,0,13.4,30.8,59.8,428.9,12.3,29.6,22.2,Moderate,Zone A,1959,2000.0,6.89,25.3,14.28
TREE_01018,37.866195319035214,-122.35135639785933,Maple,8.71,3.11,None,None,0.13,0,0,25.31,21.0,75.0,331.8,12.4,29.5,26.4,Moderate,Zone D,2005,,4.28,24.1,77.42
TREE_01019,37.51357839143432,-122.38500312301838,Birch,6.1,2.13,Full,None,0.39,2,0,9.31,16.4,55.6,399.5,11.4,30.9,29.5,Moderate,Zone B,2001,2021.0,2.78,59.7,56.18
TREE_01020,37.77896810689874,-122.29434801396688,Willow,8.71,4.15,Sparse,None,0.97,4,1,8.64,34.8,30.2,392.1,9.5,20.5,26.8,Unhealthy for Sensitive Groups,Zone C,2012,2004.0,5.13,96.8,91.41
TREE_01021,37.61893960294902,-122.37973420740992,Redwood,12.89,7.7,Partial,None,0.35,3,1,8.47,20.0,66.7,381.3,13.2,-3.7,25.9,Unhealthy,Zone B,2000,2019.0,4.69,21.7,93.56
TREE_01022,37.86975847815061,-122.16380807835415,Redwood,13.9,8.03,Full,None,0.87,4,1,9.16,16.4,87.2,382.8,15.3,26.8,16.4,Good,Zone E,2019,2010.0,2.73,88.6,85.59
TREE_01023,37.888423298066144,-122.08696765772585,Oak,12.88,7.75,Sparse,Bacterial Wilt,0.09,6,0,11.48,21.6,45.4,465.4,15.5,20.7,34.5,Moderate,Zone A,1958,2001.0,2.92,17.4,56.43
TREE_01024,37.87770659564537,-122.16345393454439,Elm,4.62,4.71,None,None,0.33,8,0,21.88,34.4,79.0,499.7,18.1,39.9,19.7,Unhealthy for Sensitive Groups,Zone D,1990,,3.74,17.5,22.26
TREE_01025,37.68968568666298,-122.08782477637533,Maple,13.25,2.33,Partial,Fungal Infection,0.35,0,0,28.01,30.9,57.3,397.9,10.3,39.0,39.1,Good,Zone D,1989,2004.0,5.98,66.5,42.86
TREE_01026,37.84481706039573,-122.30150391889626,Willow,4.48,1.49,None,None,0.05,4,0,8.81,24.6,68.6,408.2,9.1,31.0,41.1,Moderate,Zone A,1965,,2.63,61.7,48.25
TREE_01027,37.837819759414025,-122.42184151464556,Pine,12.69,4.08,Full,None,0.12,2,0,31.1,21.1,83.5,331.8,16.8,6.2,17.7,Moderate,Zone A,1974,2011.0,3.62,41.0,97.55
TREE_01028,37.6276401892973,-122.1310245263012,Willow,8.9,4.7,None,Leaf Spot,0.19,2,0,30.28,23.5,76.3,484.7,9.2,8.9,47.3,Very Unhealthy,Zone A,1959,2002.0,6.0,58.0,25.26
TREE_01029,37.83156618966027,-122.31976274742922,Birch,12.11,6.95,None,Bacterial Wilt,0.84,10,1,26.82,15.3,83.1,367.1,10.9,25.2,41.0,Moderate,Zone D,1979,,3.42,77.9,43.47
TREE_01030,37.5148030538862,-122.16436458738544,Redwood,6.0,6.3,Full,None,0.06,1,1,17.78,29.4,30.6,378.9,9.3,8.3,31.7,Good,Zone B,1958,2010.0,5.27,79.6,56.23
TREE_01031,37.73850795139282,-122.36467802900911,Cedar,13.51,5.34,Partial,Insect Infestation,0.3,5,0,5.05,17.0,41.2,439.5,20.5,28.8,20.1,Good,Zone B,1989,2010.0,3.83,11.1,39.11
TREE_01032,37.59200353491508,-122.45938518259666,Birch,5.61,3.67,Full,None,0.01,5,0,27.04,25.4,55.4,414.0,14.9,29.3,4.4,Unhealthy,Zone D,2006,,5.88,17.0,12.06
TREE_01033,37.54822675431091,-122.00370910225612,Willow,7.99,3.56,Sparse,Leaf Spot,0.7,2,0,31.37,26.3,80.9,427.5,6.3,35.6,30.0,Good,Zone C,1995,2004.0,5.25,10.3,89.04
TREE_01034,37.53078128065168,-122.4218992460347,Maple,7.01,5.38,Full,None,0.62,0,1,15.06,15.0,80.3,434.0,12.0,30.9,31.3,Unhealthy for Sensitive Groups,Zone E,1956,2009.0,4.2,11.4,80.12
TREE_01035,37.778515510351255,-122.00578950301826,Willow,4.74,6.05,Full,None,0.64,6,0,26.54,34.6,41.1,399.6,14.0,16.1,38.9,Unhealthy for Sensitive Groups,Zone D,1992,,3.9,85.6,25.65
TREE_01036,37.635949985507224,-122.01136003371677,Willow,10.28,5.59,Partial,Fungal Infection,0.37,1,1,6.86,21.0,38.5,444.1,6.4,19.4,10.4,Moderate,Zone C,1997,,2.91,17.5,44.75
TREE_01037,37.789906708611504,-122.10309094804597,Oak,15.42,3.45,Sparse,Bacterial Wilt,0.21,7,0,26.28,16.5,80.1,314.6,13.8,11.5,39.9,Unhealthy,Zone E,2006,,1.92,74.0,73.53
TREE_01038,37.526142536319576,-122.170288518959,Pine,18.0,5.98,None,None,0.72,2,1,7.05,32.1,62.5,481.8,11.2,22.7,41.3,Moderate,Zone B,1966,2013.0,3.98,98.2,97.36
TREE_01039,37.62611613513224,-122.21109647487445,Maple,10.29,5.64,None,Insect Infestation,0.81,0,0,22.62,18.0,67.6,390.9,5.9,-1.8,34.3,Unhealthy,Zone A,1974,,4.52,83.9,16.75
TREE_01040,37.715796516950135,-122.06694922731108,Willow,13.35,3.39,None,None,0.14,9,1,22.93,15.5,78.6,443.7,5.3,17.1,16.5,Very Unhealthy,Zone E,1956,2009.0,4.96,16.0,63.8
TREE_01041,37.81628926593559,-122.35528023919025,Elm,10.7,3.82,None,Root Rot,0.49,8,1,14.06,24.9,42.7,424.6,18.8,27.0,27.7,Unhealthy,Zone A,2004,2011.0,6.7,90.4,81.76
TREE_01042,37.627501001172824,-122.26615939375756,Pine,11.5,6.03,Partial,None,0.25,4,0,7.37,17.6,38.2,300.1,7.8,26.2,18.5,Very Unhealthy,Zone C,1968,,2.36,96.2,2.59
TREE_01043,37.7503565505748,-122.19030501531675,Birch,8.97,4.65,Sparse,Root Rot,0.17,0,0,33.48,34.6,81.5,410.9,17.0,28.7,16.9,Very Unhealthy,Zone D,1981,,3.83,73.6,81.1
TREE_01044,37.854391099294475,-122.29440476206526,Maple,10.59,7.38,Partial,None,0.73,9,1,21.07,15.2,36.7,294.4,15.3,9.4,18.3,Moderate,Zone D,1981,2009.0,4.56,65.5,78.99
TREE_01045,37.74634527527292,-122.28625677295487,Birch,11.61,5.75,Full,None,0.54,10,0,22.39,16.0,35.3,424.7,8.9,7.2,32.2,Unhealthy for Sensitive Groups,Zone A,1975,2019.0,2.79,64.2,92.35
TREE_01046,37.59318378990145,-122.33485766624896,Redwood,8.26,4.27,Sparse,Leaf Spot,0.22,5,0,23.45,31.7,46.6,410.9,14.5,26.0,21.7,Unhealthy,Zone E,2021,,4.68,83.8,8.44
TREE_01047,37.50976031262262,-122.21788409165774,Willow,9.77,4.98,Sparse,Leaf Spot,0.31,9,1,31.73,19.8,49.0,336.0,13.6,10.5,27.7,Moderate,Zone E,1971,,4.36,59.8,12.43
TREE_01048,37.84803954956037,-122.07471273599245,Birch,9.82,5.1,None,Insect Infestation,0.97,2,1,6.81,33.2,44.5,409.4,16.5,8.3,36.7,Very Unhealthy,Zone C,2004,,3.54,40.0,51.87
TREE_01049,37.50850776434015,-122.39923581099684,Birch,12.48,3.91,None,None,0.85,10,0,31.8,21.2,74.5,376.2,12.9,22.1,29.9,Very Unhealthy,Zone D,2006,2021.0,2.18,97.3,87.16
TREE_01050,37.84988066907368,-122.03278348062328,Oak,6.8,3.63,None,Fungal Infection,0.88,3,0,12.19,16.4,88.4,391.8,10.3,19.7,26.0,Good,Zone A,1957,,3.92,14.4,87.45
TREE_01051,37.711574853610884,-122.15545617312588,Birch,9.85,6.05,None,Fungal Infection,0.46,7,0,7.34,15.2,42.0,270.6,18.6,43.9,28.6,Good,Zone B,1995,,4.52,69.9,70.01
TREE_01052,37.875627079405156,-122.08836339365999,Elm,15.74,6.27,Full,Fungal Infection,0.62,4,0,24.72,20.7,76.9,338.1,15.7,23.7,46.0,Unhealthy,Zone D,1954,2008.0,1.84,62.7,44.87
TREE_01053,37.819513294309466,-122.22190465368499,Elm,13.49,5.91,None,Fungal Infection,0.38,5,1,34.31,24.5,32.7,360.6,8.8,21.7,42.9,Unhealthy for Sensitive Groups,Zone D,1961,2011.0,3.59,67.5,23.11
TREE_01054,37.899173644213334,-122.11024164928797,Pine,14.05,7.27,Partial,None,0.08,9,0,6.72,15.0,37.1,343.1,11.1,14.4,5.5,Good,Zone C,1976,,3.6,67.8,47.47
TREE_01055,37.64028472618068,-122.49189980133026,Willow,10.07,4.19,Sparse,Insect Infestation,0.4,3,1,17.78,26.6,60.9,373.7,18.5,28.3,25.1,Very Unhealthy,Zone D,1960,2013.0,5.1,21.1,21.71
TREE_01056,37.80687531557245,-122.09080978761023,Cedar,10.96,7.51,Full,Insect Infestation,0.59,5,0,20.89,21.7,90.0,366.4,19.5,19.7,30.1,Moderate,Zone C,1985,2008.0,2.66,22.0,77.3
TREE_01057,37.6607723654437,-122.47993057045731,Redwood,13.01,3.65,Full,None,0.29,2,0,12.56,22.8,87.0,415.1,11.1,14.8,50.6,Unhealthy for Sensitive Groups,Zone C,2001,2017.0,4.57,16.1,42.15
TREE_01058,37.691950248121564,-122.05504331181857,Birch,14.68,3.48,Sparse,Fungal Infection,0.85,9,1,34.49,20.2,36.7,263.4,14.4,17.9,28.1,Unhealthy,Zone B,1951,,4.76,94.5,53.94
TREE_01059,37.75100218528735,-122.00401862638068,Birch,4.15,2.36,Sparse,Fungal Infection,0.15,0,0,24.23,25.6,44.4,499.6,13.8,16.7,26.0,Moderate,Zone E,2020,,4.2,64.9,68.09
TREE_01060,37.84947084567453,-122.35296626891162,Maple,6.05,4.33,Sparse,Insect Infestation,0.37,5,0,30.33,19.6,86.7,369.2,6.5,19.2,27.6,Unhealthy,Zone D,1961,,5.07,16.9,52.64
TREE_01061,37.893633387679714,-122.39484072185711,Oak,13.93,4.24,Full,None,0.12,0,1,17.47,17.7,39.0,384.7,14.5,42.5,28.8,Moderate,Zone C,2004,,6.44,49.0,75.53
TREE_01062,37.807309365545805,-122.11731831807099,Cedar,9.17,5.79,Partial,Fungal Infection,0.4,9,1,15.62,32.8,74.6,429.7,1.2,26.4,32.1,Moderate,Zone C,1980,,5.14,42.3,78.61
TREE_01063,37.66710671286693,-122.37348682953987,Pine,7.98,5.37,Partial,None,0.04,2,0,21.59,22.8,30.1,486.9,16.5,18.2,33.7,Unhealthy for Sensitive Groups,Zone E,1981,,3.46,23.3,24.27
TREE_01064,37.66854280091083,-122.0672188084139,Redwood,6.24,3.21,Sparse,Fungal Infection,0.27,7,0,18.06,16.5,67.9,370.5,14.6,19.4,28.1,Unhealthy,Zone E,2013,2007.0,4.71,84.0,29.81
TREE_01065,37.795032920635556,-122.44857870392126,Cedar,8.33,4.41,Full,Insect Infestation,0.4,6,0,26.45,19.6,59.7,434.5,-3.1,6.1,48.4,Good,Zone C,2008,2011.0,5.39,79.8,5.93
TREE_01066,37.59551085830732,-122.43702240181032,Birch,5.79,4.44,None,Insect Infestation,0.48,7,1,12.97,21.2,58.3,366.5,7.2,1.9,30.3,Moderate,Zone D,1974,2018.0,3.07,51.8,8.92
TREE_01067,37.54418964525256,-122.01042422244969,Maple,16.27,2.34,Full,None,0.54,9,1,18.49,30.4,79.8,447.0,3.2,27.5,41.6,Moderate,Zone D,2018,,4.74,57.0,82.95
TREE_01068,37.64184886305631,-122.163080550865,Willow,9.93,3.53,Sparse,Fungal Infection,0.27,9,0,31.85,15.4,34.8,434.9,6.9,27.3,30.8,Good,Zone D,2017,,4.28,49.3,21.4
TREE_01069,37.61489559666163,-122.07655638778553,Oak,9.83,3.84,Full,Leaf Spot,0.52,1,0,27.68,24.6,52.6,346.7,12.7,24.1,25.8,Unhealthy for Sensitive Groups,Zone E,1993,2001.0,4.7,59.6,83.47
TREE_01070,37.6185232481824,-122.33783531132424,Willow,11.76,7.15,Full,None,0.51,9,1,10.04,23.2,56.8,429.0,20.7,34.9,34.7,Unhealthy for Sensitive Groups,Zone D,1992,,2.34,75.9,98.59
TREE_01071,37.59344310041996,-122.1617581252397,Pine,12.89,5.29,Full,Bacterial Wilt,0.32,6,0,31.61,34.4,37.4,328.6,14.6,22.2,6.0,Unhealthy for Sensitive Groups,Zone D,1964,,3.83,88.8,24.28
TREE_01072,37.51683727585454,-122.2028790863457,Cedar,12.84,5.99,None,Insect Infestation,0.83,3,1,22.67,18.6,35.1,362.9,10.1,28.2,28.4,Very Unhealthy,Zone D,1962,,3.24,63.3,46.04
TREE_01073,37.507149573893365,-122.19842493993853,Pine,13.22,2.75,Sparse,Insect Infestation,0.55,0,1,25.38,27.6,40.8,333.0,15.6,19.3,0.8,Very Unhealthy,Zone E,2018,,4.35,21.3,53.71
TREE_01074,37.89508895589441,-122.15873377023114,Birch,8.11,6.79,Sparse,None,0.33,10,1,13.83,19.0,44.5,400.0,15.1,-5.0,17.7,Unhealthy for Sensitive Groups,Zone A,2019,,4.88,79.5,94.28
TREE_01075,37.67110925349434,-122.21232041343545,Pine,9.11,6.95,Sparse,None,0.95,2,0,18.25,26.0,88.0,449.9,19.2,31.7,22.0,Unhealthy for Sensitive Groups,Zone A,1994,2004.0,1.84,43.5,17.86
TREE_01076,37.65373065886387,-122.28546881534866,Willow,12.31,2.0,Partial,Root Rot,0.85,4,0,29.2,26.1,58.5,337.9,16.2,10.3,29.8,Good,Zone D,1974,,4.45,66.7,83.6
TREE_01077,37.771858913077224,-122.36203865280973,Maple,8.42,3.94,Partial,None,0.98,9,0,14.92,16.5,60.6,420.0,12.0,22.6,33.3,Very Unhealthy,Zone A,1974,,5.79,27.9,95.78
TREE_01078,37.58730155514603,-122.1157093345434,Pine,9.98,5.74,Sparse,None,0.69,7,0,9.95,24.1,72.4,387.9,4.5,13.0,13.3,Unhealthy,Zone D,1959,,5.82,24.7,55.44
TREE_01079,37.87998447358009,-122.38686378499841,Elm,11.2,5.97,Full,Fungal Infection,0.38,1,0,16.35,24.2,71.1,348.7,18.7,22.7,25.0,Unhealthy for Sensitive Groups,Zone E,2011,,5.91,14.7,15.24
TREE_01080,37.81453800576622,-122.1538228469228,Maple,12.36,3.98,Full,None,0.28,1,0,7.08,21.4,60.2,378.9,11.4,36.7,26.5,Unhealthy for Sensitive Groups,Zone D,1961,,5.01,38.3,33.38
TREE_01081,37.535764400924904,-122.38333358867534,Cedar,4.67,4.54,Sparse,Insect Infestation,0.66,7,0,26.54,20.5,50.4,428.9,7.6,26.0,50.5,Unhealthy for Sensitive Groups,Zone B,2016,2012.0,5.58,63.7,95.91
TREE_01082,37.66703231031397,-122.18733491502277,Oak,12.14,4.1,None,Fungal Infection,0.98,8,0,9.43,19.5,49.9,447.0,2.1,28.1,29.3,Moderate,Zone C,1978,,3.55,38.7,16.82
TREE_01083,37.851647323024864,-122.12646086643548,Oak,9.3,5.17,None,Bacterial Wilt,0.63,9,0,13.55,15.1,33.5,415.4,6.3,18.2,17.3,Very Unhealthy,Zone E,1992,2022.0,3.95,31.7,48.76
TREE_01084,37.87789280891656,-122.39064305554673,Birch,12.12,6.8,Full,Insect Infestation,0.88,0,1,31.43,15.0,84.0,398.1,14.0,17.1,38.5,Unhealthy,Zone B,1986,2010.0,2.19,99.5,18.99
TREE_01085,37.686960604499944,-122.47002834956935,Birch,12.33,3.84,Full,None,0.33,1,0,21.21,26.8,76.2,401.1,10.1,17.0,27.3,Moderate,Zone B,2018,2015.0,3.4,99.9,90.41
TREE_01086,37.74536455568428,-122.43451312850291,Elm,14.82,6.5,Partial,None,0.41,3,0,14.64,20.8,67.4,363.4,17.0,27.6,37.5,Moderate,Zone C,1960,2005.0,5.07,64.4,59.04
TREE_01087,37.56681357843683,-122.19700151636448,Cedar,14.06,3.83,None,Insect Infestation,0.91,2,0,21.43,18.4,53.8,404.8,20.1,20.3,40.1,Unhealthy,Zone B,1989,,4.65,39.1,92.33
TREE_01088,37.896467450454786,-122.07527679688714,Willow,14.04,3.73,Full,None,0.76,0,0,11.55,28.7,64.9,326.5,1.3,26.9,21.5,Unhealthy,Zone C,2012,2007.0,0.92,87.5,94.62
TREE_01089,37.59266868055338,-122.47750158938229,Oak,14.33,6.23,Full,Leaf Spot,0.98,3,1,5.76,25.6,59.1,394.1,6.9,18.2,25.9,Unhealthy,Zone D,1971,,4.12,76.3,48.9
TREE_01090,37.87709270965405,-122.13292437047917,Oak,10.87,6.38,Sparse,Insect Infestation,0.77,10,0,23.11,33.3,46.4,485.0,12.7,30.2,26.2,Unhealthy,Zone E,1964,2016.0,3.45,65.4,93.71
TREE_01091,37.759858659596944,-122.32934067702497,Oak,10.1,6.28,Partial,None,0.45,10,0,26.42,31.6,47.9,378.1,19.4,27.0,38.8,Unhealthy,Zone E,1958,2009.0,3.69,91.7,0.07
TREE_01092,37.74309471795154,-122.26073581504023,Willow,12.62,3.03,None,Bacterial Wilt,0.53,1,0,31.39,29.5,82.5,456.1,7.8,21.1,46.2,Unhealthy for Sensitive Groups,Zone E,2019,,5.77,50.1,19.21
TREE_01093,37.7050754044066,-122.03557022507722,Oak,12.2,4.3,None,None,0.9,9,1,28.16,17.5,68.1,433.5,13.1,26.8,46.6,Unhealthy,Zone C,2013,2018.0,2.73,33.0,73.4
TREE_01094,37.5922679246871,-122.33401424763208,Pine,9.07,6.23,Partial,None,0.55,4,0,32.8,28.3,30.1,471.9,6.5,30.3,27.9,Unhealthy,Zone C,1955,,2.9,97.0,52.65
TREE_01095,37.570611212802206,-122.26733153303026,Cedar,11.21,5.06,Full,Insect Infestation,0.26,0,0,34.58,28.9,49.6,243.6,11.6,38.5,45.4,Very Unhealthy,Zone B,1992,,6.1,87.4,99.1
TREE_01096,37.58819448362807,-122.49315879261965,Maple,9.89,3.39,None,Bacterial Wilt,0.44,7,0,27.35,30.3,50.4,408.9,12.7,13.0,33.7,Unhealthy for Sensitive Groups,Zone E,1969,,3.79,92.1,78.43
TREE_01097,37.5745753048577,-122.45920063999758,Maple,7.44,5.69,None,Fungal Infection,0.52,9,0,31.04,20.3,72.4,429.4,10.4,28.8,26.4,Moderate,Zone B,1992,2013.0,5.23,92.6,66.41
TREE_01098,37.8118337894267,-122.37070420443261,Elm,13.87,3.93,None,None,0.1,1,0,25.21,27.8,72.0,439.9,20.2,26.9,22.1,Unhealthy for Sensitive Groups,Zone D,2011,,4.21,44.4,91.22
TREE_01099,37.64005010366669,-122.48607387958947,Pine,10.17,7.69,Sparse,None,0.74,10,1,10.13,27.4,57.8,460.1,18.0,29.3,34.8,Good,Zone B,2016,,4.12,87.5,33.72
TREE_01100,37.52313707062536,-122.18431233697588,Oak,16.15,7.32,Partial,None,0.11,2,0,10.45,22.7,87.1,434.8,10.4,15.3,46.0,Unhealthy,Zone E,2001,,2.95,90.0,16.76
TREE_01101,37.887641052056324,-122.28680082159919,Oak,5.12,5.91,None,None,0.4,2,1,8.31,28.3,82.3,411.8,10.7,21.0,42.3,Moderate,Zone C,1975,2020.0,5.35,59.3,54.71
TREE_01102,37.85351435398537,-122.22592739863599,Birch,8.33,7.04,Partial,None,0.8,3,0,33.29,16.7,82.0,352.1,16.0,15.3,22.0,Good,Zone B,1980,2007.0,4.96,66.3,23.85
TREE_01103,37.871100913278084,-122.41267640705183,Birch,10.1,5.1,Full,Fungal Infection,0.47,6,0,25.18,27.9,50.9,304.9,12.2,23.5,33.5,Moderate,Zone B,2004,2002.0,3.51,62.0,23.24
TREE_01104,37.897963129058574,-122.3520339852817,Elm,13.41,6.15,Partial,Root Rot,0.84,8,1,28.7,27.1,55.9,467.0,12.1,11.4,21.5,Unhealthy for Sensitive Groups,Zone C,2017,,4.01,11.4,30.63
TREE_01105,37.5695580996878,-122.16808776257363,Oak,11.2,7.22,Sparse,None,0.34,2,0,14.93,19.2,55.1,369.6,8.6,33.6,32.1,Good,Zone C,2006,2016.0,4.75,58.2,67.51
TREE_01106,37.658496807561065,-122.0173486381848,Elm,10.93,5.37,Sparse,None,0.96,0,0,18.81,31.4,56.4,382.5,15.0,21.4,34.7,Unhealthy,Zone E,1973,2019.0,3.01,13.4,2.36
TREE_01107,37.80329539028163,-122.47479161319889,Pine,6.62,4.62,Partial,Bacterial Wilt,0.21,10,1,6.19,32.5,83.4,445.3,8.8,37.3,33.1,Unhealthy,Zone D,2014,,2.0,50.6,85.0
TREE_01108,37.77840824722151,-122.05480783957236,Maple,6.53,2.44,Sparse,Insect Infestation,0.04,9,1,31.67,19.2,44.9,399.0,8.8,13.4,39.9,Good,Zone E,1975,,4.14,14.1,61.2
TREE_01109,37.56155836253594,-122.2115593993444,Oak,10.97,4.88,None,Root Rot,0.87,0,0,30.59,16.5,78.1,342.1,13.4,22.0,22.8,Unhealthy for Sensitive Groups,Zone B,1998,2019.0,3.09,51.0,30.45
TREE_01110,37.826333249996246,-122.21804021662219,Cedar,5.91,6.24,Sparse,None,0.75,10,0,28.54,27.1,60.8,314.6,12.7,21.0,43.4,Good,Zone E,1987,,5.06,37.4,11.31
